来源表,来源行,子集,Tier,展品名称,原因码
C,1230,ext·wikidata,C,Red Night（Robert Wells，1967-01-01）,NO_MATCH_FOUND
C,1232,ext·wikidata,C,John La Farge（Wilton Lockwood，1891-01-01，油彩）,NO_MATCH_FOUND
C,1233,ext·wikidata,C,Sweeping the Stones（Ron Rizzi，1991-01-01）,NO_MATCH_FOUND
C,1234,ext·wikidata,C,Portrait Collage with Lavender（Ronald Chase，1963-01-01）,NO_MATCH_FOUND
C,1235,ext·wikidata,C,Boston Harbor（魯弗斯·波特，1824-01-01）,TITLE_TOO_GENERIC
C,1236,ext·wikidata,C,Miss Eliza Whiting（S. Whiting，1829-01-01，油彩）,NO_MATCH_FOUND
C,1237,ext·wikidata,C,Night of the Rueful Figure（Sam Messer，1990-01-01）,NO_MATCH_FOUND
C,1238,ext·wikidata,C,"John Oscar Kent and His Sister, Sarah Eliza Kent（Samuel Lancaster Gerry，1844-01-01，油彩）",NO_MATCH_FOUND
C,1239,ext·wikidata,C,New England Early Winter（Samuel Lancaster Gerry，1849-01-01，油彩）,NO_MATCH_FOUND
C,1242,ext·wikidata,C,Lady in a Dark Blue Dress（Samuel Lovett Waldo，1835-01-01）,NO_MATCH_FOUND
C,1244,ext·wikidata,C,Darshan（Q19594537，1974-01-01）,NO_MATCH_FOUND
C,1245,ext·wikidata,C,Owl Light（Q19594537，1977-01-01）,NO_MATCH_FOUND
C,1248,ext·wikidata,C,"The Wych, Malvern（Sarah Paxton Ball Dodson，1892-01-01，油彩）",NO_MATCH_FOUND
C,1249,ext·wikidata,C,"In Ashdown Forest, Sussex（Sarah Paxton Ball Dodson，1899-01-01）",NO_MATCH_FOUND
C,1250,ext·wikidata,C,Le Berceau（Sarah Paxton Ball Dodson，1903-01-01，油彩）,NO_MATCH_FOUND
C,1259,ext·wikidata,C,Nanny and Rose（Q21012816，1983-01-01，油彩）,NO_MATCH_FOUND
C,1260,ext·wikidata,C,Nanny and Scott（Q21012816，1986-01-01）,NO_MATCH_FOUND
C,1261,ext·wikidata,C,Enocio（Q22249830，油彩）,NO_MATCH_FOUND
C,1262,ext·wikidata,C,A Viùva Inconsolavel (The Inconsolable Widow)（Sergio Vidal da Rocha，1981-01-01，油彩）,NO_MATCH_FOUND
C,1263,ext·wikidata,C,Portrait of a Man（Sheldon Peck，1828-01-01，油彩）,TITLE_TOO_GENERIC
C,1264,ext·wikidata,C,"Glass Head, Manchester, Massachusetts（Ann Sophia Towne Darrah，1870-01-01，油彩）",NO_MATCH_FOUND
C,1265,ext·wikidata,C,Dourspringleapfromhoargone（Stanley Boxer，1980-01-01）,NO_MATCH_FOUND
C,1266,ext·wikidata,C,"Railroad Cut, Brunswick, Maine（Stephen Etnier，1941-01-01，油彩）",NO_MATCH_FOUND
C,1267,ext·wikidata,C,A Breezy Day off Shore（Stephen Salisbury Tuckerman，1880-01-01，油彩）,NO_MATCH_FOUND
C,1268,ext·wikidata,C,Man Menacing Woman（Steve Wheeler，油彩）,NO_MATCH_FOUND
C,1273,ext·wikidata,C,Blue Bird of Happiness（Susan B. Roth，1976-01-01）,NO_MATCH_FOUND
C,1274,ext·wikidata,C,Scrap Metal Hill（Susan B. Roth，1983-01-01）,NO_MATCH_FOUND
C,1275,ext·wikidata,C,Snow Scene（Q21795264，1889-01-01）,NO_MATCH_FOUND
C,1276,ext·wikidata,C,Bridge at Ipswich（Q21795264，1905-01-01，油彩）,NO_MATCH_FOUND
C,1277,ext·wikidata,C,Beacon Hill（Q22003213，1947-01-01，油彩）,NO_MATCH_FOUND
C,1279,ext·wikidata,C,Cornelia M. Walter (Mrs. William B. Richards)（Thomas Ball，1850-01-01，油彩）,NO_MATCH_FOUND
C,1284,ext·wikidata,C,Summer: Fishermen Netting（Thomas Chambers，油彩）,NO_MATCH_FOUND
C,1291,ext·wikidata,C,Calculating（Thomas Hicks，1844-01-01，油彩）,NO_MATCH_FOUND
C,1297,ext·wikidata,C,John Myers（Thomas Sully，1814-01-01，油彩）,NO_MATCH_FOUND
C,1298,ext·wikidata,C,A Garden（托马斯·结露，1883-01-01，油彩）,NO_MATCH_FOUND
C,1303,ext·wikidata,C,The Cockatoo（http://www.wikidata.org/.well-known/genid/ccb542a26bd35456a36100cd471c9147，油彩,NO_MATCH_FOUND
C,1304,ext·wikidata,C,An Unidentified Gentleman (probably John Wensley)（http://www.wikidata.org/.well-known/geni,NO_MATCH_FOUND
C,1305,ext·wikidata,C,New England Hillside（http://www.wikidata.org/.well-known/genid/9ea6794925d16eff4fb6f82a2dd,NO_MATCH_FOUND
C,1306,ext·wikidata,C,Girl in Black with Rose（http://www.wikidata.org/.well-known/genid/b09c8725a138ec1b97c9e9e1,NO_MATCH_FOUND
C,1308,ext·wikidata,C,John Addams（http://www.wikidata.org/.well-known/genid/9df5396dade70a8008bcd5ab184bed15，181,NO_MATCH_FOUND
C,1309,ext·wikidata,C,Mrs. Hutchinson（http://www.wikidata.org/.well-known/genid/0d4fa85d967b6546bda4e8b3c9b0b327,NO_MATCH_FOUND
C,1310,ext·wikidata,C,Captain Peter Simon（http://www.wikidata.org/.well-known/genid/86abae0485f236d6b2e2495b0599,NO_MATCH_FOUND
C,1312,ext·wikidata,C,Still Life with Fruit in a Bowl（http://www.wikidata.org/.well-known/genid/38520a19b46f86d9,NO_MATCH_FOUND
C,1313,ext·wikidata,C,A River Landing（http://www.wikidata.org/.well-known/genid/21264ea388b98ff9df5714f193f22442,NO_MATCH_FOUND
C,1314,ext·wikidata,C,Woodshed Interior（http://www.wikidata.org/.well-known/genid/72380d9d8a167a54f96ca04ec03e0b,NO_MATCH_FOUND
C,1315,ext·wikidata,C,"Buckland, Massachusetts（http://www.wikidata.org/.well-known/genid/99121a28d8e3ff29001adb3a",NO_MATCH_FOUND
C,1316,ext·wikidata,C,"Ludlow, Vermont（http://www.wikidata.org/.well-known/genid/08d9164bade9485da8713c82b035e77e",NO_MATCH_FOUND
C,1319,ext·wikidata,C,A Street in Winter: Evening（http://www.wikidata.org/.well-known/genid/8bc3218c468a82f06c3b,NO_MATCH_FOUND
C,1321,ext·wikidata,C,Watermelon and Fruit（http://www.wikidata.org/.well-known/genid/8744fa0e6220e0fccd908b391c7,NO_MATCH_FOUND
C,1324,ext·wikidata,C,Newport Sea Captain at Green Desk（http://www.wikidata.org/.well-known/genid/593a6a58d7ec99,NO_MATCH_FOUND
C,1325,ext·wikidata,C,Boy with a Cat（http://www.wikidata.org/.well-known/genid/3c578e1b5e5e54a3a7bb9ceed9a7b5ee，,NO_MATCH_FOUND
C,1328,ext·wikidata,C,A Maine Inlet（http://www.wikidata.org/.well-known/genid/19de105f689e2aa55ce698f506de03cf，油,NO_MATCH_FOUND
C,1329,ext·wikidata,C,Egg Salad（http://www.wikidata.org/.well-known/genid/dbfbd841cf1b6c3c067715e42f06818a，1850-,NO_MATCH_FOUND
C,1330,ext·wikidata,C,Mother and Child（http://www.wikidata.org/.well-known/genid/9e23e9c6d7f27d8061a63fcdb13124c,TITLE_TOO_GENERIC
C,1333,ext·wikidata,C,Two Children with Dog（http://www.wikidata.org/.well-known/genid/96bd31a6e4c1dde7c1c2779721,NO_MATCH_FOUND
C,1334,ext·wikidata,C,Hudson River View（Victor Gifford Audubon，油彩）,NO_MATCH_FOUND
C,1335,ext·wikidata,C,View of the City（文森特·德赛德里奥，1989-01-01）,NO_MATCH_FOUND
C,1336,ext·wikidata,C,Charles Prendergast（Virginia Keep Clark，1923-01-01，油彩）,NO_MATCH_FOUND
C,1338,ext·wikidata,C,S. S. Britannia（Q22003226）,NO_MATCH_FOUND
C,1339,ext·wikidata,C,Boizebú（Waldomiro de Deus，1981-01-01，油彩）,NO_MATCH_FOUND
C,1340,ext·wikidata,C,Jumento Cansado (Tired Donkey)（Waldomiro de Deus，1984-01-01，油彩）,NO_MATCH_FOUND
C,1341,ext·wikidata,C,"715 Washington Street, Greenwich Village（Q22249891，1947-01-01）",NO_MATCH_FOUND
C,1342,ext·wikidata,C,"Stormy Sky, Venice（Q22003229，1958-01-01，油彩）",NO_MATCH_FOUND
C,1344,ext·wikidata,C,Short Warning（瓦尔特·达秘·班纳德，1978-01-01）,NO_MATCH_FOUND
C,1348,ext·wikidata,C,Monk Reading（Walter Gay，1882-01-01）,NO_MATCH_FOUND
C,1349,ext·wikidata,C,La Cheminée（Walter Gay，1909-01-01，油彩）,NO_MATCH_FOUND
C,1351,ext·wikidata,C,French Interior（Walter Gay，1905-01-01，油彩）,NO_MATCH_FOUND
C,1352,ext·wikidata,C,"Interior of Palazzo Barbaro, Venice（Walter Gay，1902-01-01，油彩）",NO_MATCH_FOUND
C,1356,ext·wikidata,C,Pinnacles（Will Henry Stevens，1940-01-01）,NO_MATCH_FOUND
C,1357,ext·wikidata,C,Easter（William Abbott Cheever，1948-01-01，油彩）,NO_MATCH_FOUND
C,1358,ext·wikidata,C,The Great Golden Cloud（William R. Christopher，1961-01-01）,NO_MATCH_FOUND
C,1359,ext·wikidata,C,Broome Street Boogie（Q22003235）,NO_MATCH_FOUND
C,1360,ext·wikidata,C,La Barca Roja（William E. Ault，1950-01-01，油彩）,NO_MATCH_FOUND
C,1362,ext·wikidata,C,New England Coast（William Edward Norton，1873-01-01，油彩）,NO_MATCH_FOUND
C,1364,ext·wikidata,C,Study for Woman/Man（William G. Beckman，1989-01-01）,NO_MATCH_FOUND
C,1365,ext·wikidata,C,Venetian Boats（Q21464971，1885-01-01）,NO_MATCH_FOUND
C,1366,ext·wikidata,C,"A Rainy Day in the Piazzetta, Venice（William Graham，1885-01-01，油彩）",NO_MATCH_FOUND
C,1367,ext·wikidata,C,"Snowing in Campo S.S. Giovanni e Paolo, Venice（William Graham，1879-01-01，油彩）",NO_MATCH_FOUND
C,1368,ext·wikidata,C,Naples Afternoon（William Congdon，1948-01-01）,NO_MATCH_FOUND
C,1378,ext·wikidata,C,"Margaret Oliver Colt and Mary Devereux Colt in the Gardens at ""Green Mount,"" Baltimore（Wil",NO_MATCH_FOUND
C,1379,ext·wikidata,C,Study on Upper Saranac Lake（William James Stillman，1854-01-01，油彩）,NO_MATCH_FOUND
C,1380,ext·wikidata,C,Midsummer Storm（William Jurian Kaula，1918-01-01，油彩）,NO_MATCH_FOUND
C,1381,ext·wikidata,C,Orange Grove #1（Q21065942，1961-01-01）,NO_MATCH_FOUND
C,1382,ext·wikidata,C,Rocks at Grand Manan（Q22003255）,NO_MATCH_FOUND
C,1385,ext·wikidata,C,Coleman Cook（Q8015236，1846-01-01）,NO_MATCH_FOUND
C,1386,ext·wikidata,C,George H. Williams（威廉·麥葛雷格·帕克斯頓，1905-01-01）,NO_MATCH_FOUND
C,1415,ext·wikidata,C,Girl with a Pink Bonnet（William Perkins Babcock，1865-01-01，油彩）,NO_MATCH_FOUND
C,1421,ext·wikidata,C,A Country House（Q22002318，1852-01-01，油彩）,NO_MATCH_FOUND
C,1423,ext·wikidata,C,Fruit and Flower Piece（William Sharp，1848-01-01，油彩）,NO_MATCH_FOUND
C,1427,ext·wikidata,C,Eva Haviland（William Turner Dannat，1886-01-01，油彩）,NO_MATCH_FOUND
C,1428,ext·wikidata,C,Duck Shooters（威廉·蘭尼，1849-01-01，油彩）,NO_MATCH_FOUND
C,1429,ext·wikidata,C,Leisure（William Worcester Churchill，1910-01-01，油彩）,NO_MATCH_FOUND
C,1430,ext·wikidata,C,"Randolph, New Hampshire（Q385941，1915-01-01）",NO_MATCH_FOUND
C,1431,ext·wikidata,C,The Wagoner（Q8023886，1850-01-01）,NO_MATCH_FOUND
C,1432,ext·wikidata,C,Mother and Child（Wyatt Eaton，1876-01-01，油彩）,TITLE_TOO_GENERIC
C,1433,ext·wikidata,C,"Craftsmen working in Temple of Sahure at Abusir, 5th Dynasty（Xavier Gonzalez）",NO_MATCH_FOUND
C,1434,ext·wikidata,C,Accretion（Yeffe Kimball，1960-01-01）,NO_MATCH_FOUND
C,1435,ext·wikidata,C,"Sunset on Granite Crags, near Bishop Creek（Zarh Pritchard）",NO_MATCH_FOUND
C,1437,ext·wikidata,C,Winter Night（Emile Pierre Branchard）,NO_MATCH_FOUND
C,1438,ext·wikidata,C,"Port Jefferson, Long Island（http://www.wikidata.org/.well-known/genid/75af8a54bb1676e38b70",NO_MATCH_FOUND
C,1441,ext·wikidata,C,Broadway Burlesque（Q20028966，1923-01-01）,NO_MATCH_FOUND
C,1443,ext·wikidata,C,"Town School, St. Thomas, Virgin Islands（http://www.wikidata.org/.well-known/genid/15e98858",NO_MATCH_FOUND
C,1444,ext·wikidata,C,The Chinese God（http://www.wikidata.org/.well-known/genid/db320dd52776c78de64917cc35cf2e93,NO_MATCH_FOUND
C,1445,ext·wikidata,C,"Sharon Hills, Vermont（http://www.wikidata.org/.well-known/genid/fe1e25fe69f2414d7f7dea82ca",NO_MATCH_FOUND
C,1446,ext·wikidata,C,"Assembly House, Salem, Massachusetts（http://www.wikidata.org/.well-known/genid/0723b5bb4f0",NO_MATCH_FOUND
C,1447,ext·wikidata,C,Nancy Wynne Parker（http://www.wikidata.org/.well-known/genid/e89dadf6fb9ba18770babb85ad16d,NO_MATCH_FOUND
C,1448,ext·wikidata,C,Westchester Hills（http://www.wikidata.org/.well-known/genid/d9b3acad8034740a4936cdc7a6ad68,NO_MATCH_FOUND
C,1449,ext·wikidata,C,Jenny（http://www.wikidata.org/.well-known/genid/feae3f711b0cd7be417f1b429af1f7ca，1925-01-0,NO_MATCH_FOUND
C,1450,ext·wikidata,C,Portrait of a Squash（http://www.wikidata.org/.well-known/genid/1b65284e948c0df8ca0adf69984,NO_MATCH_FOUND
C,1452,ext·wikidata,C,Bouquet（http://www.wikidata.org/.well-known/genid/726bdd6032d0e0ab522c5b832e774e2f，1925-01,NO_MATCH_FOUND
C,1454,ext·wikidata,C,An Old Time Fishing Village（http://www.wikidata.org/.well-known/genid/fbae2bf7090435e76152,NO_MATCH_FOUND
C,1455,ext·wikidata,C,Italian Fishing Village（http://www.wikidata.org/.well-known/genid/bf98936d8a752b406ab5719c,NO_MATCH_FOUND
C,1456,ext·wikidata,C,The Triumph of Benevolence（http://www.wikidata.org/.well-known/genid/ae707bd14c6b55bcf32c7,NO_MATCH_FOUND
C,1457,ext·wikidata,C,Heraldic painting of Green family arms（http://www.wikidata.org/.well-known/genid/f3cbba72b,NO_MATCH_FOUND
C,1459,ext·wikidata,C,George Jackson（http://www.wikidata.org/.well-known/genid/b76907c31de433147b9f4a5a3f238f14，,NO_MATCH_FOUND
C,1460,ext·wikidata,C,Environment（http://www.wikidata.org/.well-known/genid/042ceab837624b25ee2dfeb8f51f42e1，194,NO_MATCH_FOUND
C,1462,ext·wikidata,C,Portrait of John F. Kennedy（http://www.wikidata.org/.well-known/genid/3e088c718bcb84da6f64,NO_MATCH_FOUND
C,1463,ext·wikidata,C,Ten Bottles（Akira Arita，1980-01-01，油彩）,NO_MATCH_FOUND
C,1464,ext·wikidata,C,you mean it should have been 4 to 1 the other way（Alistair Frost，2009-01-01）,NO_MATCH_FOUND
C,1465,ext·wikidata,C,FLTD（Q22002356，2009-01-01）,NO_MATCH_FOUND
C,1466,ext·wikidata,C,Haute Rouge I（Avigdor Arikha，1961-01-01，油彩）,NO_MATCH_FOUND
C,1467,ext·wikidata,C,Illustration after a poem by Bo Zhuyi (772–846)（Chen Da）,NO_MATCH_FOUND
C,1468,ext·wikidata,C,A Golden Season（Dinh Thi Tham Poong）,NO_MATCH_FOUND
C,1469,ext·wikidata,C,Green Ocean（Elizabeth Enders，2003-01-01）,NO_MATCH_FOUND
C,1470,ext·wikidata,C,Roses and Solitaire（Ellen Phelan，2010-01-01）,NO_MATCH_FOUND
C,1471,ext·wikidata,C,Saxtons River II（Eric Aho，2008-01-01，油彩）,NO_MATCH_FOUND
C,1472,ext·wikidata,C,Untitled aka Gray and Ochre（Q20679194，1977-01-01）,NO_MATCH_FOUND
C,1473,ext·wikidata,C,Façade I（Q20679194，1987-01-01）,NO_MATCH_FOUND
C,1474,ext·wikidata,C,Transition（Q20679194，1953-01-01）,NO_MATCH_FOUND
C,1475,ext·wikidata,C,Buddhist deities（Gong Wei）,NO_MATCH_FOUND
C,1476,ext·wikidata,C,Cannas（郭大維）,NO_MATCH_FOUND
C,1477,ext·wikidata,C,"Rock, gardenia, and day lilies（Guo Lanxiang）",NO_MATCH_FOUND
C,1478,ext·wikidata,C,Untitled（Han Schuil，1989-01-01）,TITLE_TOO_GENERIC
C,1482,ext·wikidata,C,Maworm (George' Series)（Herbert Ferber，1986-01-01）,NO_MATCH_FOUND
C,1483,ext·wikidata,C,"a fox and his friend (or, killing time)（Hernan Bas，2008-01-01）",NO_MATCH_FOUND
C,1486,ext·wikidata,C,Marcia Sewing Variation III（Ian Hornak，1978-01-01）,NO_MATCH_FOUND
C,1489,ext·wikidata,C,When Will It End（Q22246960，2011-01-01，油彩）,NO_MATCH_FOUND
C,1490,ext·wikidata,C,Tropical landscape with ficus tree（Li Zhongxiang）,NO_MATCH_FOUND
C,1491,ext·wikidata,C,Fan: lady in a pavilion（馬駘）,NO_MATCH_FOUND
C,1492,ext·wikidata,C,Herbstpfütze（Norbert Schwontkowski，2005-01-01，油彩）,NO_MATCH_FOUND
C,1493,ext·wikidata,C,Calm Flow of Water（Peter Brooke，2008-01-01）,NO_MATCH_FOUND
C,1494,ext·wikidata,C,Necessity 8 (Schreber)（Peter M. Sacks）,NO_MATCH_FOUND
C,1495,ext·wikidata,C,Landscape with horses（Pu Qin）,NO_MATCH_FOUND
C,1496,ext·wikidata,C,Philip Guston's Room（Richard Bosman，2009-01-01，油彩）,NO_MATCH_FOUND
C,1497,ext·wikidata,C,Exquisite Self-Portrait: Father Martian（Rob Pruitt，2010-01-01）,NO_MATCH_FOUND
C,1498,ext·wikidata,C,"Fence, Trees, Raindrops（Robert Berlind，2002-01-01）",NO_MATCH_FOUND
C,1499,ext·wikidata,C,Venetian Puppets（Q22249809，1993-01-01，油彩）,NO_MATCH_FOUND
C,1500,ext·wikidata,C,Untitled（Roman Lipski，2007-01-01）,TITLE_TOO_GENERIC
C,1501,ext·wikidata,C,tbc（Spencer Sweeney，2009-01-01）,NO_MATCH_FOUND
C,1502,ext·wikidata,C,BlueRedGreen Study #3（Susie Rosmarin，2002-01-01）,NO_MATCH_FOUND
C,1505,ext·wikidata,C,Birds（Xu Hong）,NO_MATCH_FOUND
C,1506,ext·wikidata,C,Horse（Yutaka Ohashi，1962-01-01）,NO_MATCH_FOUND
C,1507,ext·wikidata,C,"Portrait of Harvey S. Firestone, Jr.（http://www.wikidata.org/.well-known/genid/4bbc89a89bb",NO_MATCH_FOUND
C,1508,ext·wikidata,C,Mythological subject（http://www.wikidata.org/.well-known/genid/6437b3f986cc47a8dfa6a52b8ed,NO_MATCH_FOUND
C,1509,ext·wikidata,C,Girl with two puppies（http://www.wikidata.org/.well-known/genid/670f4ff99c34177fd39dfc8763,NO_MATCH_FOUND
C,1510,ext·wikidata,C,Le Printemps（http://www.wikidata.org/.well-known/genid/9dc47d6760461374339428eac0bc831a，19,NO_MATCH_FOUND
C,1513,ext·wikidata,C,Time Extension Itinerant（Juan Eduardo Gómez，2009-01-01）,NO_MATCH_FOUND
C,1514,ext·wikidata,C,"Ann (New York, October 18, 2010, 7:56 PM)（http://www.wikidata.org/.well-known/genid/e91802",NO_MATCH_FOUND
C,1519,ext·wikidata,C,A Judge of the Underworld（http://www.wikidata.org/.well-known/genid/432bc2bb8e580f99b7ed88,NO_MATCH_FOUND
C,1521,ext·wikidata,C,Apparition of the Virgin and Child to a Bedridden Woman and Her Family (ex veto)（http://ww,NO_MATCH_FOUND
C,1522,ext·wikidata,C,Cherub (fragment)（http://www.wikidata.org/.well-known/genid/257a131d6a650586eeae0977aac632,NO_MATCH_FOUND
C,1523,ext·wikidata,C,Peasants Taking their Animals to Water（http://www.wikidata.org/.well-known/genid/b35f775c2,NO_MATCH_FOUND
C,1524,ext·wikidata,C,"Crossley Mosaic picture; ""The Smithy"", after Landseer（http://www.wikidata.org/.well-known/",NO_MATCH_FOUND
C,1525,ext·wikidata,C,Muff（http://www.wikidata.org/.well-known/genid/f082cb5a2935fb266cebe78d5f1036ba）,NO_MATCH_FOUND
C,1526,ext·wikidata,C,Icon（http://www.wikidata.org/.well-known/genid/ed59c0d683cc1499604b6818bbcd5026）,NO_MATCH_FOUND
C,1527,ext·wikidata,C,Pierrot（http://www.wikidata.org/.well-known/genid/957f24b312ec3edc4635ccb2ee4cdeb5，1937-01,NO_MATCH_FOUND
C,1528,ext·wikidata,C,Decorative painting on canvas（http://www.wikidata.org/.well-known/genid/09537dfb2cf93e1a8e,NO_MATCH_FOUND
C,1529,ext·wikidata,C,River God（http://www.wikidata.org/.well-known/genid/a8b42ae4d2da501f1fdb553206d05067）,NO_MATCH_FOUND
C,1532,ext·wikidata,C,Juif Lisant (Jewish Man Reading)（http://www.wikidata.org/.well-known/genid/e440eb1c0ac91c8,NO_MATCH_FOUND
C,1533,ext·wikidata,C,Mountain Landscape（http://www.wikidata.org/.well-known/genid/9bac08ecb7899eac62f27f6be5cde,NO_MATCH_FOUND
C,1539,ext·wikidata,C,The Dreamer（Q22002485，1911-01-01，油彩）,NO_MATCH_FOUND
C,1542,ext·wikidata,C,Moonlit Mountainside（Frederick Dickinson Williams，1861-01-01）,NO_MATCH_FOUND
C,1543,ext·wikidata,C,Basic Number Twelve（Gardner Cox，1950-01-01）,NO_MATCH_FOUND
C,1544,ext·wikidata,C,Mother and Child（加里·梅爾徹斯，1904-01-01）,TITLE_TOO_GENERIC
C,1545,ext·wikidata,C,Woman in Yellow（Q22159523，1940-01-01，油彩）,NO_MATCH_FOUND
C,1546,ext·wikidata,C,The Pruner（George Cochran Lambdin，1868-01-01，油彩）,NO_MATCH_FOUND
C,1550,ext·wikidata,C,White Pelicans in Florida（George Harvey，1873-01-01，油彩）,NO_MATCH_FOUND
C,1551,ext·wikidata,C,View on the Hudson（George Harvey，1836-01-01）,NO_MATCH_FOUND
C,1553,ext·wikidata,C,Sea Breeze（喬治·亨利·鮑頓，1880-01-01）,NO_MATCH_FOUND
C,1554,ext·wikidata,C,Winter Landscape: Gathering Wood（Q5540446，1859-01-01，油彩）,NO_MATCH_FOUND
C,1558,ext·wikidata,C,Roman Wine Cart（George Henry Hall，1851-01-01，油彩）,NO_MATCH_FOUND
C,1561,ext·wikidata,C,Young Woman Wearing a Turban（Q6778926，1812-01-01，水彩）,NO_MATCH_FOUND
C,1562,ext·wikidata,C,In Daozi,NO_MATCH_FOUND
C,1563,ext·wikidata,C,Study of a young woman in profile（萨洛蒙·德·布雷，1636-01-01，油彩）,NO_MATCH_FOUND
C,1565,ext·wikidata,C,A Cavalier at His Dressing Table（Adriaen van de Venne，1631-01-01，油彩）,NO_MATCH_FOUND
C,1566,ext·wikidata,C,East Bergholt church（David Lucas）,NO_MATCH_FOUND
C,1571,ext·wikidata,C,Prow of a boat Trapped under a Drawbridge（Ralph Hamilton，1972-01-01）,NO_MATCH_FOUND
C,1572,ext·wikidata,C,"Basket of fruit with bird, butterfly and currents（http://www.wikidata.org/.well-known/geni",NO_MATCH_FOUND
C,1573,ext·wikidata,C,MNGO（Q22002356）,NO_MATCH_FOUND
C,1574,ext·wikidata,C,Painting（http://www.wikidata.org/.well-known/genid/230dc9a97f9f9dba26bc28f3cf209566）,NO_MATCH_FOUND
C,1578,ext·wikidata,C,Soldiers Dividing Booty in a Barn（Willem Cornelisz Duyster，1630-01-01，油彩）,NO_MATCH_FOUND
C,1581,ext·wikidata,C,Caroline Schetky Richardson's Paint Box,NO_MATCH_FOUND
C,1682,ext·wikidata,C,Crossing the Ford（Isaac van Ostade，1640-01-01，油彩）,NO_MATCH_FOUND
C,1683,ext·wikidata,C,Meditation by the Sea（http://www.wikidata.org/.well-known/genid/1f4b98376611ac0f9615e4ac31,NO_MATCH_FOUND
C,1684,ext·wikidata,C,Head of a demon-58.316（http://www.wikidata.org/.well-known/genid/00d10562a48bfc3698b4c5b4b,NO_MATCH_FOUND
C,1685,ext·wikidata,C,Earl Howe-32.144（http://www.wikidata.org/.well-known/genid/1f810e9e3f25f181b5988fac6f09e4f,NO_MATCH_FOUND
C,1687,ext·wikidata,C,Précieux-32.136（http://www.wikidata.org/.well-known/genid/35fea58108c20408fe55cff41900da85,NO_MATCH_FOUND
C,1690,ext·wikidata,C,La Fama-55.684（http://www.wikidata.org/.well-known/genid/4eb9fe140bac91eaa0c95b6a7150fdbd，,NO_MATCH_FOUND
C,1691,ext·wikidata,C,Goatyard and shed-27.308（http://www.wikidata.org/.well-known/genid/dabc334b229e0e388e22b3d,NO_MATCH_FOUND
