seq,名称EN,名称CN,展厅,类别,对象类型,同类组,组内件数,HS,IU,VI,VA,CE,ER,Q,D,G,CR,Core,原表tier,V3新tier,是否变化,判定说明,证据可信度,评分依据,CR理由,S-ness理由
4283,,Niken-chaya fūkei（Utagawa Kunikazu，1980-01-01）,,,object,日本大阪派木版画,12,5,3.5,5.5,5,5,0,5,6.5,5,5.450,4.745,C,C,,Core 4.745 < 5.5,low,题名为二軒茶屋风景，兼具名所图与城市休闲文化信息，视觉吸引力可高于一般单色资料图，但其个体重要性仍缺乏权威资料支撑。,组内第3位，二軒茶屋风景具有明确的地方游观场景，在组内独特性仅次于最具代表性的作品。,
4284,,Noda-fuji（Utagawa Yoshitaki，1980-01-01）,,,object,日本大阪派木版画,12,5,3.5,5.5,5,5,0,5,7,5.5,5.700,4.770,C,C,,Core 4.770 < 5.5,low,题名指向野田藤等大阪名所景观，可能具有较鲜明的季节性和地方文化趣味；但没有图像、保存状况或展览史信息，不能上调至MFA核心展品。,组内第2位，富士山与大阪景观结合形成较鲜明的远景叙事，在同组中非重复性和代表性较高。,
4285,,Nonaka-kannon momohana sakari（Utagawa Yoshitaki，1980-01-01）,,,object,日本上方锦绘木版画,12,5.8,5.2,5.4,5.1,5.5,0,6.0,7.5,5.5,6.350,5.495,C,C,,Core 5.495 < 5.5,medium,艺术家为上方浮世绘谱系中的歌川芳滝，题名显示与地方或戏剧题材有关，但缺少该单件为代表作的证据；在MFA日本艺术语境中有中等研究与观赏价值。,组内以吉辰作品居前，题材与画家代表性较突出，是本组较具代表性的上方锦绘。,
4286,,Hakken-chaya yūkei（Utagawa Kunikazu，1980-01-01）,,,object,日本上方锦绘木版画,12,5.3,4.8,5.0,4.8,5.2,0,5.4,4.0,5.0,4.900,5.000,C,C,,Core 5.000 < 5.5,medium,歌川国綱的上方木版画可反映地方视觉文化，但现有资料只有编目名称、艺术家和类别，无法证明其艺术史地位或画面表现特别突出。,组内属国贞作品的中下位，题材常规且与同组城市景观类木版画重复度较高。,
4287,,Hamamura kishibojin（Utagawa Kunikazu，1980-01-01）,,,object,日本上方锦绘木版画,12,5.6,4.9,5.2,5.1,5.8,0,5.6,5.0,5.2,5.340,5.294,C,C,,Core 5.294 < 5.5,medium,题名涉及鬼子母神等宗教信仰意象，具有一定叙事和民俗教育价值；但艺术家与单件作品均未显示达到MFA同类藏品中的核心地位。,组内国贞作品中因描绘鬼子母神这一宗教题材而有一定区分度，代表性居中。,
4288,,Hirota no yashiro（Utagawa Yoshitaki，1980-01-01）,,,object,日本上方锦绘木版画,12,5.8,5.1,5.4,5.2,5.8,0,6.0,7.0,5.5,6.200,5.515,C,B,变,Core 5.515 落在 5.5–7.19,medium,歌川芳滝及广田神社题材使作品兼具上方版画史和地方信仰史意义，但没有图像或馆方重点说明支持更高的单件优先级。,组内以吉辰作品居前，神社景观题材具有较好的典型性与叙事补位价值。,
4289,,Hirota hoshiga-ike inari（Utagawa Yoshiyuki，1980-01-01）,,,object,日本上方锦绘木版画,12,5.4,4.8,5.0,4.8,5.5,0,5.4,4.5,5.0,5.050,5.080,C,C,,Core 5.080 < 5.5,medium,歌川芳雪的上方版画可为大阪及周边神社文化提供局部例证，不过目前仅知题名与编目信息，难以确认其构图、保存状况或稀有性。,组内属义之作品，稻荷信仰题材略具独特性，但整体仍与同组神社景观存在重复。,
4290,,Fukushima sakaro no matsu（Utagawa Yoshitaki，1980-01-01）,,,object,日本上方锦绘木版画,12,5.6,5.0,5.3,5.0,5.5,0,5.7,5.5,5.2,5.540,5.294,C,C,,Core 5.294 < 5.5,medium,题名指向福岛地区的地方景观或名所，具城市与地方文化史价值；歌川芳滝虽属相关传统的重要参与者，但该件未显示为其公认代表作。,组内吉辰作品居中上位，松树与驿路景观提供了不同于神社和商店题材的补充。,
4291,,Horikawa bizen jinya（Utagawa Yoshiyuki，1980-01-01）,,,object,日本上方锦绘木版画,12,5.3,4.7,5.0,4.7,5.4,0,5.2,2.5,4.8,4.310,4.931,C,C,,Core 4.931 < 5.5,medium,歌川芳雪描绘备前阵屋一类地方历史题材，具有一定制度与地域叙事价值，但资料不足以支持其在MFA上方版画组中的突出排名。,组内义之作品的代表性偏低，城堡与阵屋景观在本组中缺乏足够的艺术或收藏突出性。,
4292,,Masui ukamu se no yoru（Utagawa Yoshitaki，1980-01-01）,,,object,日本上方锦绘木版画,12,5.7,5.0,5.3,5.1,5.4,0,5.8,6.0,5.3,5.760,5.336,C,C,,Core 5.336 < 5.5,medium,歌川芳滝作品通常可用于理解上方大众图像生产与戏剧性视觉文化；本件缺少画面细节和专题背景，因此视觉冲击与不可替代性只能评为中等。,组内吉辰作品居中上位，夜景题材具有较强的视觉区分度，但仍属于同类景观版画。,
4293,,Matsu no hana（Utagawa Kunikazu，1980-01-01）,,,object,日本上方锦绘木版画,12,5.2,4.7,5.0,4.7,5.1,0,5.2,3.0,4.8,4.460,4.881,C,C,,Core 4.881 < 5.5,medium,歌川国綱的地方题材木版画能够补充上方城市与名所图像史，但现有条目没有显示其为艺术家或MFA藏品中的关键作品。,组内国贞作品居后，松花题材信息与形式区分度有限，和其他景观类作品重复较多。,
4294,,Matsuya gofuku-ten（Utagawa Yoshitaki，1980-01-01）,,,object,日本上方锦绘木版画,12,5.7,5.1,5.4,5.2,5.8,0,5.9,6.5,5.4,5.980,5.473,C,C,,Core 5.473 < 5.5,medium,松屋吴服店题材具有商业史、消费文化和城市生活的叙事潜力，歌川芳滝也提供了明确的上方版画语境，但单件艺术价值仍未见特别重要的证据。,组内吉辰作品位居前列，具体商店题材能补充上方城市商业生活这一叙事环节。,
4295,,Mishima-e（Utagawa Kunikazu，1980-01-01）,,,object,日本上方锦绘木版画,12,5.4,4.8,5.1,4.9,5.4,0,5.3,3.5,4.9,4.680,5.058,C,C,,Core 5.058 < 5.5,medium,歌川国綱的作品可作为上方锦绘传统的区域性例证，但仅凭题名和类别无法判断画面质量、稀缺程度或其在MFA同类中的代表性。,组内国贞作品居后段，题名与题材辨识度有限，作为城市景观版画的替代性较高。,
4296,,Mitsui gofuku-ten（Utagawa Kunikazu，1980-01-01）,,,object,日本上方锦绘木版画,12,5.4,4.8,5.2,5.0,5.6,0,5.4,3.8,4.9,4.820,5.132,C,C,,Core 5.132 < 5.5,medium,三井吴服店题材有助于解释近世至近代城市商业与视觉传播，但歌川国綱及本件均缺少足以构成MFA身份核心的单件重要性证据。,组内国贞作品位居后段，虽呈现商业空间，但与同组两件吴服店题材及城市景观重复。,
4297,,Mori no miya rennyo-matsu（Utagawa Yoshitaki，1980-01-01）,,,object,日本浮世绘木版画,18,5,4,6,5,5,0,5,3,5,4.400,4.840,C,C,,Core 4.840 < 5.5,medium,题名与艺术家指向大阪派浮世绘名所版画，具有近世城市视觉文化的说明价值，但艺术史地位和在MFA同类藏品中的不可替代性有限。,名所与寺社题材能补足地方景观叙事，但与4298至4301的晚期景观版画重复度较高。,
4298,,Yasui no tenjin no yashiro（Utagawa Yoshiyuki，1980-01-01）,,,object,日本浮世绘木版画,18,5,4,5,5,5,0,5,2,4,3.900,4.640,C,C,,Core 4.640 < 5.5,medium,这是大阪派浮世绘名所题材木版画，可补充日本城市与寺社图像叙事，但艺术家及单件作品并非MFA日本艺术的核心代表。,寺社名所版画属于组内较常规的景观样本，与同批作品高度雷同，D偏低。,
4299,,Yotsubashi（Utagawa Yoshitaki，1980-01-01）,,,object,日本浮世绘木版画,18,6,4,6,6,5,0,6,4,5,5.200,5.270,C,C,,Core 5.270 < 5.5,medium,《Yotsubashi》呈现大阪桥梁与城市景观，名所题材带来较好的视觉和地方文化价值，但仍属于可由同类作品替代的浮世绘藏品。,大阪名所题材可补充浮世绘城市景观面向，但与同批晚期名所版画重复，D仅中低。,
4300,,Ryōhongan-ji（Utagawa Kunikazu，1980-01-01）,,,object,日本浮世绘木版画,18,5,4,5,5,5,0,5,1,4,3.600,4.610,C,C,,Core 4.610 < 5.5,medium,作品以日本寺院名所为题材，适合说明浮世绘的城市与宗教景观功能，但Kunikazu及该单件作品在MFA同类藏品中辨识度不高。,在组内晚期名所版画中缺乏突出的作者、题材或形式差异，重复度最高之一，D列末位。,
4301,,Sakurano-miya kei（Utagawa Kunikazu，1980-01-01）,,,object,日本浮世绘木版画,18,5,4,6,6,5,0,5,3,5,4.400,4.990,C,C,,Core 4.990 < 5.5,medium,樱花名所题材通常具有直观的季节性与景观吸引力，能补充大阪城市文化叙事，但并非日本版画史上的顶尖个案。,樱花名所题材具有季节与城市文化信息，但在组内同类名所版画中独特性较弱。,
4302,,Spring Outing（Itaya Hironaga，1800-01-01，丝绸）,,,object,日本近世绢本绘画,1,6,4,6,6,5,0,6,8.5,6.5,6.850,5.435,,C,变,Core 5.435 < 5.5,medium,绢本《Spring Outing》体现日本近世休闲与季节性图像传统，媒材和题材有一定观赏性，但艺术家知名度及单件馆藏代表性有限。,组内唯一的日本近世绢本绘画，因无同类对象分流而具较高独特性，但作品本身并非该馆日本艺术叙事中最具标志性的代表。,
4303,,"Monument to Thomas Freeborn, Pilot（James Smillie）",,,object,美国十九世纪历史与纪念题材版画,1,4,2,3,3,4,0,5.5,8,4.5,6.050,3.405,,C,变,Core 3.405 < 5.5,low,现有资料仅显示其为James Smillie创作的纪念题材作品，具有地方历史记录价值，但缺乏足够信息证明其在MFA美国艺术藏品中属于重要代表。,组内唯一对象，因独占美国十九世纪历史与纪念题材版画这一代表位而获较高D；但作品与艺术家本身的典范性及其对MFA核心叙事的补位作用均属中等。,
4304,,Jessica（Dennis Miller Bunker，1890-01-01，油彩）,,,object,美国十九世纪油画,1,7,6,7,7,6,0,7.5,8.5,6.5,7.600,6.660,,B,变,Core 6.660 落在 5.5–7.19,medium,Bunker是19世纪美国艺术中具有辨识度的画家，《Jessica》作为人物肖像兼具绘画质量与现场亲和力，可纳入MFA美国艺术叙事，但不是Copley、Sargent或Homer级馆标名作。,组内唯一对象，因而在本组中代表性与非重复性最高；其作为波士顿画家丹尼斯·米勒·邦克的19世纪美国油画，为MFA美国艺术叙事提供地方艺术史与印象主义转向的一环。,
4305,,Yodo no kimi（月冈芳年，1873-06-01）,,,object,日本浮世绘木版画,18,7,6,7,7,7,0,8,7,8,7.700,6.820,C,B,变,Core 6.820 落在 5.5–7.19,high,月冈芳年是晚期浮世绘的重要大师，历史人物题材兼具戏剧性与明治前后版画史教育价值，在MFA日本艺术板块中值得关注但并非最不可替代的单件。,芳年作品在组内仅次于写乐，体现晚期役者绘传统的高质量延续，D属第二梯队首位。,
4306,,Ichikawa Monnosuke II as Date no Yosaku（東州斎写楽，1794-01-01）,,,object,日本浮世绘木版画,18,9,8,8,8,8,0,10,10,10,10.000,8.400,B,A,变,Core 8.400 落在 7.2–8.49,high,东洲斋写乐是全球公认的一流浮世绘大师，1794年的役者肖像以强烈表情和稀见性著称，对MFA的日本艺术身份与江户戏剧文化叙事均有显著价值。,组内代表性最高的写乐役者绘，兼具作者典范性与MFA日本艺术核心叙事价值，D列首位。,
4307,,"Nakayama Tomisaburō as Miyagino in the Play ""Katakiuchi Noriyaibanashi""（東州斎写楽，1794-01-01）",,,object,日本浮世绘木版画,18,9,8,8,8,8,0,10,9,10,9.700,8.370,B,A,变,Core 8.370 落在 7.2–8.49,high,这件写乐役者绘属于其短暂而高度重要的创作阶段，兼具日本版画史地位、戏剧化人物表现和MFA日本收藏的代表性。,与4306同属组内最重要的写乐役者绘，品质与历史地位并列顶层，但因同作者同类型略低于首位。,
4308,,Yamashita Kinsaku II as Iwate Gozen（東州斎写楽，1794-01-01）,,,object,日本浮世绘木版画,18,9,8,8,8,8,0,9,8,9,8.700,8.270,B,A,变,Core 8.270 落在 7.2–8.49,high,写乐的役者肖像在浮世绘史上处于世界级高位，本作以戏剧人物形象连接江户剧场文化，并显著强化MFA日本艺术收藏的身份特征。,写乐作品仍属组内顶尖代表，但在三件写乐役者绘中重复度最高，D居第三。,
4309,,Walt Whitman（托马斯·埃金斯，1887-01-01，油彩）,,,object,美国19世纪现实主义肖像油画,1,9.0,8.5,7.0,7.5,8.5,0,9.5,9.5,9.0,9.400,8.315,B,A,变,Core 8.315 落在 7.2–8.49,medium,埃金斯是美国艺术史上的核心画家，此幅惠特曼肖像兼具重要文学人物与美国文化肖像意义，在MFA美国艺术语境中尤其重要；但其现场冲击主要来自人物表现而非尺度或空间性。,组内唯一对象，且为埃金斯描绘惠特曼的代表性美国现实主义肖像，兼具高品质与美国艺术叙事补位价值。,
4310,,"Nakayama Tomisaburō I as Ohisa, wife of Sazanami Tatsugorō, actually Teriha, the younger sister of Sadatō (aiban)（東州斎写楽，1794-01-01）",,,object,东洲斋写乐役者木版画,11,8.5,8.0,7.5,7.5,8.0,0,8.7,7.5,8.0,8.200,7.970,B,A,变,Core 7.970 落在 7.2–8.49,medium,写乐1794年役者肖像是日本浮世绘的经典类型，能呈现江户歌舞伎演员文化与版画表现方式；MFA日本艺术收藏使其代表性突出，但小幅木版画的空间冲击有限。,组内上游作品，女性角色与身份错置题材具有辨识度，但与其他写乐役者肖像的功能仍有较大重合。,
4311,,Ichikawa Yaozo lll as Fuwa no Banzaemon Shigekatsu（東州斎写楽，1794-01-01）,,,object,东洲斋写乐役者木版画,11,8.5,8.0,7.5,7.5,8.0,0,8.8,8.0,8.5,8.500,8.000,B,A,变,Core 8.000 落在 7.2–8.49,medium,作品出自写乐1794年短暂而重要的役者版画创作期，具有明确的日本艺术史与歌舞伎叙事价值，视觉上依靠演员面部造型和线条表现吸引观众。,组内高位代表，武者角色与强烈戏剧性表情突出，但在写乐役者绘整体中仍属较典型的一类。,
4312,,Segawa Kikunojō III as the Courtesan Katsuragi（東州斎写楽，1794-01-01）,,,object,东洲斋写乐役者木版画,11,8.5,8.0,8.0,7.5,8.0,0,9.0,9.0,8.5,8.900,8.115,B,A,变,Core 8.115 落在 7.2–8.49,medium,写乐为日本浮世绘役者肖像的关键艺术家，1794年作品可直接说明江户戏剧文化、演员身份与版画审美；人物姿态和脸部刻画带来较强的平面视觉冲击。,组内代表性最强之一，既属写乐役者大首绘的核心类型，又以艺妓角色形象和构图辨识度居前。,
4313,,Iwai Kumesaburō I as the geisha Kumekichi（東州斎写楽，1795-01-01）,,,object,东洲斋写乐役者木版画,11,8.0,7.5,7.0,7.0,7.5,0,8.0,4.5,7.0,6.750,7.375,B,A,变,Core 7.375 落在 7.2–8.49,medium,此作仍是写乐役者版画的重要实例，能够解释歌舞伎人物类型和江户版画生产，但1795年作品通常不如其早期代表作处于核心位置，个别作品的现场吸引力也较依赖观众对题材的兴趣。,组内后段代表，1795年作品可显示写乐创作阶段，但相较组内1794年核心役者绘的代表性和补位度较弱。,
4314,,Sawamura Sōjūrō III as Satsuma Gengobei（東州斎写楽，1795-01-01）,,,object,东洲斋写乐役者木版画,11,8.0,7.5,7.0,7.0,7.5,0,8.0,4.0,7.0,6.600,7.360,B,A,变,Core 7.360 落在 7.2–8.49,medium,作品属于写乐后期役者版画，仍具有较高的作者与日本戏剧史价值，可用于理解江户歌舞伎形象传播；但相较写乐最具代表性的早期作品，馆内不可替代性应略低。,组内代表性最低的一档，虽为写乐役者绘且具品质价值，但与同组男性演员肖像的重复程度最高。,
4315,,"Actor Nakajima Wadaemon as Jizô, Substitute for the Landlord（東州斎写楽，1794-01-01）",,,object,东洲斋写乐役者木版画,11,8.5,8.0,7.5,7.5,8.0,0,8.6,7.0,8.0,8.000,7.950,B,A,变,Core 7.950 落在 7.2–8.49,medium,1794年写乐役者肖像是浮世绘史上公认的重要作品类型，题材还能连接歌舞伎角色、演员名望与江户城市娱乐文化；MFA的日本艺术身份显著提高其参观优先级。,组内中上位的1794年役者绘，题材可补充写乐戏剧人物谱系，但典型性强于独特性。,
4316,,Ichikawa Komazō III as Shinozuka Gorō (Sadatsuna)（東州斎写楽，1794-01-01）,,,object,东洲斋写乐役者木版画,11,8.5,8.0,7.5,7.5,8.0,0,8.6,6.5,8.0,7.850,7.935,B,A,变,Core 7.935 落在 7.2–8.49,medium,写乐1794年役者版画兼具高度作者辨识度和江户戏剧文化的解释力，演员肖像的夸张面部与服饰也使其对非专业观众具有直接吸引力。,组内中位代表，武者角色能补足役者类型叙事，不过与组内其他男性角色肖像存在明显重复。,
